FIPS,County,State,Country,County and State,Lat,Long,Confirmed,Deaths,Active,Avg Household Size,Avg Number of Children per Household,Avg Number of Adults per Household,Total Population 65 and Older,Total Number of Workers 16 Years Old and Over,Percent of Workers Using Public Transport,Total Population,Total Population White,Percent of Population White,Total Population African American or Black,Percent of Population African American or Black,Total Population American Indian or Alaskan Native,Percent of Population American Indian or Alaskan Native,Total Population Asian,Percent of Population Asian,Total Population Native Hawaiian and Pacific Islander,Percent of Population Native Hawaiian and Pacific Islander
12081,Manatee,Florida,US,"Manatee County, Florida",27.47196942,-82.31831044,144,3,0,2.34,0.48,1.86,98927,154220,0.7,394855,337520,0.8548,32646,0.0827,717,0.0018,9221,0.0234,235,0.0006
12083,Marion,Florida,US,"Marion County, Florida",29.21227113,-82.05803627,53,2,0,2.35,0.46,1.88,98883,120408,0.5,359977,294540,0.8182,43923,0.122,1019,0.0028,4898,0.0136,173,0.0005
12085,Martin,Florida,US,"Martin County, Florida",27.0772071,-80.43109784,83,0,0,2.23,0.4,1.83,47411,64516,0.2,160912,137280,0.8531,11043,0.0686,316,0.002,2904,0.018,0,0
12086,Miami-Dade,Florida,US,"Miami-Dade County, Florida",25.6112362,-80.55170587,4481,37,0,2.83,0.63,2.2,423353,1280128,5,2761581,2054029,0.7438,472958,0.1713,5983,0.0022,44830,0.0162,361,0.0001
12087,Monroe,Florida,US,"Monroe County, Florida",25.20904673,-81.07812416,45,2,0,2.18,0.34,1.84,16263,40801,1.5,75027,65534,0.8735,5227,0.0697,31,0.0004,1027,0.0137,260,0.0035
12089,Nassau,Florida,US,"Nassau County, Florida",30.61037141,-81.80297522,25,0,0,2.53,0.55,1.97,16835,36050,0.2,85832,78055,0.9094,5011,0.0584,430,0.005,805,0.0094,0,0
12091,Okaloosa,Florida,US,"Okaloosa County, Florida",30.69143028,-86.59267105,65,1,0,2.43,0.55,1.88,31003,95179,0.3,207269,162777,0.7853,20465,0.0987,572,0.0028,7062,0.0341,401,0.0019
12095,Orange,Florida,US,"Orange County, Florida",28.51367621,-81.31799498,744,8,0,2.64,0.64,2,150264,650883,2.5,1380645,881215,0.6383,288018,0.2086,4549,0.0033,71893,0.0521,1276,0.0009
12097,Osceola,Florida,US,"Osceola County, Florida",28.06312234,-81.14882926,239,4,0,2.93,0.77,2.15,43188,152167,1.3,367990,261233,0.7099,43509,0.1182,1172,0.0032,11147,0.0303,16,0
12099,Palm Beach,Florida,US,"Palm Beach County, Florida",26.64676272,-80.46536002,1069,49,0,2.39,0.49,1.9,336908,658580,1.8,1485941,1086487,0.7312,273542,0.1841,2419,0.0016,42059,0.0283,1017,0.0007
12101,Pasco,Florida,US,"Pasco County, Florida",28.30810945,-82.40227529,110,2,0,2.42,0.52,1.9,114764,206221,0.4,539630,464256,0.8603,30469,0.0565,2309,0.0043,13863,0.0257,109,0.0002
12103,Pinellas,Florida,US,"Pinellas County, Florida",27.93130349,-82.72239666,362,8,0,2.16,0.39,1.77,228495,440128,1.7,975280,791389,0.8114,99971,0.1025,2598,0.0027,32571,0.0334,1235,0.0013
12105,Polk,Florida,US,"Polk County, Florida",27.95027105,-81.69732947,176,4,0,2.59,0.62,1.97,133538,269609,0.5,708009,541001,0.7641,107044,0.1512,2670,0.0038,13061,0.0184,0,0
12107,Putnam,Florida,US,"Putnam County, Florida",29.60779729,-81.74230285,19,1,0,2.48,0.57,1.91,16270,24624,0.5,74163,59256,0.799,11881,0.1602,0,0,530,0.0071,0,0
12109,St. Johns,Florida,US,"St. Johns County, Florida",29.90096506,-81.43589967,146,2,0,2.49,0.58,1.91,45239,107032,0.1,254261,224296,0.8821,14093,0.0554,819,0.0032,7638,0.03,0,0
12111,St. Lucie,Florida,US,"St. Lucie County, Florida",27.37763908,-80.47106649,100,4,0,2.53,0.57,1.96,71109,124099,0.3,321128,232424,0.7238,64874,0.202,0,0,6057,0.0189,376,0.0012
12113,Santa Rosa,Florida,US,"Santa Rosa County, Florida",30.6934145,-87.02458128,58,2,0,2.59,0.63,1.95,26193,73927,0.1,179349,152137,0.8483,10837,0.0604,1194,0.0067,3161,0.0176,865,0.0048
12115,Sarasota,Florida,US,"Sarasota County, Florida",27.18546175,-82.33174248,151,7,0,2.13,0.34,1.79,145841,163591,0.7,426718,388007,0.9093,19172,0.0449,871,0.002,7605,0.0178,238,0.0006
12117,Seminole,Florida,US,"Seminole County, Florida",28.7158582,-81.24060348,194,1,0,2.55,0.59,1.96,67463,224221,0.9,467832,346992,0.7417,57125,0.1221,1127,0.0024,22199,0.0475,273,0.0006
12119,Sumter,Florida,US,"Sumter County, Florida",28.70181754,-82.0794267,80,3,0,2.04,0.21,1.84,67271,24403,0.2,128754,114673,0.8906,10375,0.0806,176,0.0014,1403,0.0109,0,0
12127,Volusia,Florida,US,"Volusia County, Florida",29.05858895,-81.18263252,151,2,0,2.31,0.45,1.87,125506,216779,1,547538,441141,0.8057,60845,0.1111,2441,0.0045,10098,0.0184,120,0.0002
12131,Walton,Florida,US,"Walton County, Florida",30.64204028,-86.16935664,24,0,0,2.38,0.51,1.87,12784,28839,0.3,71375,62177,0.8711,3176,0.0445,553,0.0077,633,0.0089,0,0
13013,Barrow,Georgia,US,"Barrow County, Georgia",33.99148694,-83.71436292,27,2,0,2.88,0.82,2.06,9187,35070,0.3,80809,63590,0.7869,9937,0.123,218,0.0027,3172,0.0393,60,0.0007
13015,Bartow,Georgia,US,"Bartow County, Georgia",34.23732119,-84.83887523,179,7,0,2.77,0.75,2.02,13851,47037,0.8,106408,89990,0.8457,11734,0.1103,198,0.0019,1341,0.0126,0,0
13021,Bibb,Georgia,US,"Bibb County, Georgia",32.80904227,-83.70489165,40,1,0,2.48,0.66,1.82,22757,60737,1.1,153095,61370,0.4009,81723,0.5338,188,0.0012,3249,0.0212,144,0.0009
13031,Bulloch,Georgia,US,"Bulloch County, Georgia",32.39577406,-81.74811421,8,0,0,2.56,0.56,2,8175,32760,1.1,77296,49991,0.6467,20136,0.2605,0,0,1108,0.0143,1161,0.015
13045,Carroll,Georgia,US,"Carroll County, Georgia",33.58138199,-85.07976677,163,2,0,2.73,0.72,2.01,15152,50294,0.4,118121,86164,0.7295,22574,0.1911,1960,0.0166,312,0.0026,0,0
13047,Catoosa,Georgia,US,"Catoosa County, Georgia",34.89872298,-85.13757014,6,0,0,2.59,0.65,1.94,11119,31215,0,67420,61292,0.9091,2750,0.0408,887,0.0132,905,0.0134,0,0
13051,Chatham,Georgia,US,"Chatham County, Georgia",32.00043026,-81.12489526,104,3,0,2.45,0.58,1.87,41403,135521,2.6,289195,151743,0.5247,113883,0.3938,634,0.0022,7493,0.0259,1688,0.0058
13057,Cherokee,Georgia,US,"Cherokee County, Georgia",34.24393976,-84.47431861,133,5,0,2.8,0.77,2.03,31100,120992,0.5,254149,217980,0.8577,16274,0.064,826,0.0033,4850,0.0191,618,0.0024
13059,Clarke,Georgia,US,"Clarke County, Georgia",33.95436462,-83.37124007,69,8,0,2.37,0.45,1.92,12807,57180,4.9,127330,80444,0.6318,35535,0.2791,311,0.0024,4947,0.0389,166,0.0013
13063,Clayton,Georgia,US,"Clayton County, Georgia",33.54187245,-84.35594188,244,9,0,2.82,0.83,1.99,24343,122364,3.1,289615,44414,0.1534,202746,0.7001,308,0.0011,14865,0.0513,368,0.0013
13067,Cobb,Georgia,US,"Cobb County, Georgia",33.94243204,-84.5761255,515,25,0,2.61,0.68,1.93,85117,382869,1.1,756865,437149,0.5776,208527,0.2755,1875,0.0025,43013,0.0568,1444,0.0019
13073,Columbia,Georgia,US,"Columbia County, Georgia",33.54534185,-82.263524,40,0,0,2.75,0.75,2,18706,67902,0.1,154291,112921,0.7319,26416,0.1712,0,0,7116,0.0461,0,0
13077,Coweta,Georgia,US,"Coweta County, Georgia",33.35334302,-84.76129976,76,2,0,2.77,0.76,2.01,18483,67339,0.6,145864,111427,0.7639,25081,0.1719,1428,0.0098,3242,0.0222,0,0
13089,DeKalb,Georgia,US,"DeKalb County, Georgia",33.76944049,-84.22396017,579,10,0,2.5,0.61,1.89,85571,366211,7.8,756558,265235,0.3506,403014,0.5327,6959,0.0092,47716,0.0631,2868,0.0038
13095,Dougherty,Georgia,US,"Dougherty County, Georgia",31.53328528,-84.21722377,716,31,0,2.47,0.66,1.81,13321,34490,1.6,91243,22804,0.2499,63283,0.6936,494,0.0054,372,0.0041,128,0.0014
13097,Douglas,Georgia,US,"Douglas County, Georgia",33.70291126,-84.77026156,102,5,0,2.81,0.8,2.01,15585,66879,0.8,145331,65772,0.4526,69703,0.4796,0,0,2431,0.0167,0,0
13113,Fayette,Georgia,US,"Fayette County, Georgia",33.41357794,-84.49089434,74,4,0,2.78,0.74,2.04,19089,52002,0.8,113459,74889,0.6601,27242,0.2401,315,0.0028,5382,0.0474,0,0
13115,Floyd,Georgia,US,"Floyd County, Georgia",34.26268279,-85.21577392,84,3,0,2.58,0.65,1.93,15636,40700,0.5,97927,78436,0.801,13648,0.1394,299,0.0031,1807,0.0185,0,0
13117,Forsyth,Georgia,US,"Forsyth County, Georgia",34.22604035,-84.1231513,80,1,0,2.94,0.9,2.04,25021,107794,0.5,236612,183956,0.7775,9944,0.042,52,0.0002,34047,0.1439,279,0.0012
13121,Fulton,Georgia,US,"Fulton County, Georgia",33.79216944,-84.46319413,1027,28,0,2.36,0.58,1.78,113402,507981,7.5,1050114,467999,0.4457,457063,0.4353,2647,0.0025,78713,0.075,478,0.0005
13135,Gwinnett,Georgia,US,"Gwinnett County, Georgia",33.96044201,-84.02137802,443,10,0,2.98,0.87,2.1,83442,439684,1.1,927781,431934,0.4656,259173,0.2793,6573,0.0071,111728,0.1204,45,0
13139,Hall,Georgia,US,"Hall County, Georgia",34.32207823,-83.81896936,131,0,0,2.91,0.82,2.09,27758,90431,0.2,202148,174232,0.8619,13415,0.0664,576,0.0028,3392,0.0168,0,0
13151,Henry,Georgia,US,"Henry County, Georgia",33.4533428,-84.1481466,178,3,0,2.89,0.85,2.04,24308,101392,0.9,230220,105190,0.4569,104658,0.4546,170,0.0007,7868,0.0342,0,0
13153,Houston,Georgia,US,"Houston County, Georgia",32.45802497,-83.66879087,64,6,0,2.61,0.71,1.9,18488,69477,0,155469,91416,0.588,51094,0.3286,640,0.0041,5559,0.0358,70,0.0005
13157,Jackson,Georgia,US,"Jackson County, Georgia",34.13794553,-83.56814788,17,0,0,2.8,0.75,2.05,9475,29313,0.2,70422,61209,0.8692,4893,0.0695,19,0.0003,1062,0.0151,21,0.0003
13185,Lowndes,Georgia,US,"Lowndes County, Georgia",30.83568832,-83.27056716,40,1,0,2.59,0.67,1.91,13198,48785,0.3,116321,65868,0.5663,42377,0.3643,292,0.0025,1882,0.0162,0,0
13215,Muscogee,Georgia,US,"Muscogee County, Georgia",32.50931999,-84.87142262,40,0,0,2.47,0.65,1.82,24712,84653,1.5,194160,83257,0.4288,91077,0.4691,107,0.0006,4211,0.0217,224,0.0012
13217,Newton,Georgia,US,"Newton County, Georgia",33.55514538,-83.8454714,62,2,0,2.85,0.84,2.02,13118,45853,0.5,109541,53664,0.4899,50221,0.4585,0,0,1478,0.0135,0,0
13245,Richmond,Georgia,US,"Richmond County, Georgia",33.35777107,-82.07026432,56,1,0,2.47,0.63,1.84,26601,84493,1.6,201554,73586,0.3651,113773,0.5645,595,0.003,4377,0.0217,118,0.0006
13247,Rockdale,Georgia,US,"Rockdale County, Georgia",33.65145002,-84.02202167,80,2,0,2.81,0.76,2.05,11956,38626,1.2,90594,33589,0.3708,52466,0.5791,41,0.0005,1667,0.0184,0,0
13255,Spalding,Georgia,US,"Spalding County, Georgia",33.26310031,-84.28013991,41,2,0,2.67,0.69,1.98,11052,24458,0.3,66100,40759,0.6166,22394,0.3388,213,0.0032,719,0.0109,0,0
13285,Troup,Georgia,US,"Troup County, Georgia",33.03349196,-85.02812115,37,1,0,2.62,0.71,1.9,9893,29204,0.2,70034,40980,0.5851,26220,0.3744,0,0,1622,0.0232,0,0
13297,Walton,Georgia,US,"Walton County, Georgia",33.78017694,-83.73552314,23,2,0,2.81,0.76,2.05,13518,39483,0.1,93503,71248,0.762,17381,0.1859,53,0.0006,1276,0.0136,0,0
15001,Hawaii,Hawaii,US,"Hawaii County, Hawaii",19.60121157,-155.5210167,23,0,0,2.7,0.63,2.08,38213,84396,1.2,200983,65322,0.325,1487,0.0074,917,0.0046,45875,0.2283,22582,0.1124
15003,Honolulu,Hawaii,US,"Honolulu County, Hawaii",21.45803166,-157.9712182,292,4,0,2.95,0.67,2.28,166432,498142,8.4,980080,200434,0.2045,25504,0.026,1772,0.0018,413848,0.4223,96501,0.0985
15007,Kauai,Hawaii,US,"Kauai County, Hawaii",22.03935037,-159.5966786,17,0,0,2.84,0.65,2.19,13438,35322,0.9,72133,22378,0.3102,127,0.0018,242,0.0034,24320,0.3372,6462,0.0896
15009,Maui,Hawaii,US,"Maui County, Hawaii",20.86399628,-156.5689097,44,1,0,2.82,0.66,2.16,27860,82313,2.7,167218,57482,0.3438,1195,0.0071,297,0.0018,50433,0.3016,19426,0.1162
16001,Ada,Idaho,US,"Ada County, Idaho",43.4526575,-116.2415516,402,3,0,2.58,0.7,1.88,60097,219112,0.4,469966,423193,0.9005,7344,0.0156,2031,0.0043,14535,0.0309,1277,0.0027
16005,Bannock,Idaho,US,"Bannock County, Idaho",42.67002716,-112.2233311,5,0,0,2.64,0.74,1.9,11385,36189,1.4,87138,78243,0.8979,659,0.0076,2662,0.0305,1987,0.0228,110,0.0013
16019,Bonneville,Idaho,US,"Bonneville County, Idaho",43.38713372,-111.6161537,6,0,0,2.81,0.89,1.92,14313,48532,3.1,116854,104226,0.8919,387,0.0033,534,0.0046,1256,0.0107,0,0
16027,Canyon,Idaho,US,"Canyon County, Idaho",43.61970148,-116.7095499,101,1,0,2.92,0.93,1.99,27959,89619,0.3,223499,183631,0.8216,897,0.004,2419,0.0108,1992,0.0089,452,0.002
16055,Kootenai,Idaho,US,"Kootenai County, Idaho",47.67282258,-116.7020872,42,0,0,2.53,0.63,1.9,27653,69197,0.3,161505,151779,0.9398,445,0.0028,2159,0.0134,1766,0.0109,501,0.0031
16083,Twin Falls,Idaho,US,"Twin Falls County, Idaho",42.35440512,-114.6685381,37,1,0,2.65,0.73,1.91,12453,38798,0.3,86081,78253,0.9091,190,0.0022,383,0.0044,2121,0.0246,0,0
17001,Adams,Illinois,US,"Adams County, Illinois",39.98815591,-91.18786813,8,0,0,2.37,0.56,1.81,12969,32054,0.6,65691,61152,0.9309,3054,0.0465,248,0.0038,426,0.0065,0,0
17019,Champaign,Illinois,US,"Champaign County, Illinois",40.13919438,-88.20046615,62,0,0,2.29,0.48,1.81,25028,101842,6.4,209983,149873,0.7137,27968,0.1332,164,0.0008,23646,0.1126,0,0
17031,Cook,Illinois,US,"Cook County, Illinois",41.84144849,-87.81658794,8728,209,0,2.6,0.63,1.97,724730,2498849,19,5180493,2964037,0.5722,1204613,0.2325,14604,0.0028,389530,0.0752,2270,0.0004
17037,DeKalb,Illinois,US,"DeKalb County, Illinois",41.89373302,-88.76958483,22,1,0,2.56,0.61,1.95,12401,50656,1.8,104143,88945,0.8541,8124,0.078,31,0.0003,2767,0.0266,0,0
17043,DuPage,Illinois,US,"DuPage County, Illinois",41.85116968,-88.08642662,715,22,0,2.68,0.67,2.01,134729,480621,7.1,928589,705636,0.7599,42117,0.0454,3856,0.0042,113181,0.1219,1197,0.0013
17089,Kane,Illinois,US,"Kane County, Illinois",41.93842729,-88.42861412,234,15,0,2.98,0.87,2.11,67018,260196,2.6,534216,403393,0.7551,29350,0.0549,1539,0.0029,21759,0.0407,244,0.0005
17091,Kankakee,Illinois,US,"Kankakee County, Illinois",41.13746989,-87.86205334,85,4,0,2.61,0.69,1.92,17609,49534,1.5,110024,87469,0.795,15976,0.1452,78,0.0007,1016,0.0092,0,0
17093,Kendall,Illinois,US,"Kendall County, Illinois",41.59081014,-88.42869583,55,2,0,3.01,0.95,2.06,11902,62987,2.8,127915,109374,0.8551,8605,0.0673,77,0.0006,4649,0.0363,0,0
17097,Lake,Illinois,US,"Lake County, Illinois",42.3224907,-88.00367925,815,15,0,2.82,0.8,2.03,93069,354769,4.5,700832,519328,0.741,46360,0.0661,3441,0.0049,56758,0.081,310,0.0004
17111,McHenry,Illinois,US,"McHenry County, Illinois",42.32451172,-88.45248227,144,3,0,2.81,0.77,2.04,41446,160359,2.7,308570,283946,0.9202,5846,0.0189,345,0.0011,8795,0.0285,0,0
17113,McLean,Illinois,US,"McLean County, Illinois",40.48996987,-88.84621113,46,2,0,2.44,0.59,1.85,21223,89463,1.2,172828,143769,0.8319,14547,0.0842,290,0.0017,8986,0.052,0,0
17115,Macon,Illinois,US,"Macon County, Illinois",39.86064913,-88.96342505,9,0,0,2.33,0.55,1.78,20179,47007,1.5,104712,81660,0.7799,17609,0.1682,149,0.0014,1226,0.0117,0,0
17119,Madison,Illinois,US,"Madison County, Illinois",38.83042506,-89.90422563,52,0,0,2.46,0.57,1.89,43747,123588,1.8,264461,229879,0.8692,22876,0.0865,668,0.0025,2508,0.0095,27,0.0001
17143,Peoria,Illinois,US,"Peoria County, Illinois",40.78702156,-89.76078901,12,1,0,2.39,0.59,1.8,29437,81715,2,180621,131960,0.7306,30995,0.1716,637,0.0035,7844,0.0434,0,0
17161,Rock Island,Illinois,US,"Rock Island County, Illinois",41.46613806,-90.57042164,47,0,0,2.34,0.54,1.8,26629,66938,1.5,143477,113735,0.7927,14038,0.0978,462,0.0032,4141,0.0289,132,0.0009
17163,St. Clair,Illinois,US,"St. Clair County, Illinois",38.46996033,-89.93063427,92,2,0,2.53,0.65,1.88,38873,119946,3.7,261059,166252,0.6368,78982,0.3025,300,0.0011,3973,0.0152,0,0
17167,Sangamon,Illinois,US,"Sangamon County, Illinois",39.75836914,-89.65872023,31,2,0,2.33,0.56,1.77,32977,94060,1.6,195348,159781,0.8179,24375,0.1248,589,0.003,4191,0.0215,19,0.0001
17179,Tazewell,Illinois,US,"Tazewell County, Illinois",40.50716185,-89.51404662,14,0,0,2.45,0.59,1.86,23863,62492,0.6,132328,125963,0.9519,1978,0.0149,317,0.0024,1482,0.0112,53,0.0004
17183,Vermilion,Illinois,US,"Vermilion County, Illinois",40.18417171,-87.73384359,5,0,0,2.41,0.61,1.8,14376,31216,0.8,76806,62290,0.811,10903,0.142,111,0.0014,797,0.0104,152,0.002
17197,Will,Illinois,US,"Will County, Illinois",41.44619267,-87.97862712,697,19,0,2.97,0.87,2.1,83650,342389,3.8,692310,508964,0.7352,76324,0.1102,3843,0.0056,35847,0.0518,455,0.0007
17199,Williamson,Illinois,US,"Williamson County, Illinois",37.73033511,-88.92994027,3,0,0,2.35,0.54,1.82,12186,28540,0.7,67056,60144,0.8969,2656,0.0396,386,0.0058,928,0.0138,0,0
17201,Winnebago,Illinois,US,"Winnebago County, Illinois",42.33641854,-89.16085327,49,1,0,2.52,0.63,1.88,47426,130357,1.3,284081,225163,0.7926,36736,0.1293,323,0.0011,8487,0.0299,66,0.0002
18003,Allen,Indiana,US,"Allen County, Indiana",41.09194313,-85.06800636,87,6,0,2.53,0.69,1.84,51307,175734,0.7,375351,290814,0.7748,43203,0.1151,750,0.002,15205,0.0405,517,0.0014
18005,Bartholomew,Indiana,US,"Bartholomew County, Indiana",39.20744865,-85.89558181,54,0,0,2.53,0.64,1.89,12792,39495,0.4,82753,70856,0.8562,1319,0.0159,0,0,6556,0.0792,0,0
18011,Boone,Indiana,US,"Boone County, Indiana",40.0509304,-86.46841646,64,1,0,2.65,0.75,1.9,8129,33026,0.2,66999,61585,0.9192,1305,0.0195,183,0.0027,1227,0.0183,0,0
18019,Clark,Indiana,US,"Clark County, Indiana",38.48015445,-85.70510334,71,4,0,2.46,0.59,1.87,17343,56749,0.7,117360,102369,0.8723,8287,0.0706,0,0,695,0.0059,95,0.0008
18035,Delaware,Indiana,US,"Delaware County, Indiana",40.22787247,-85.39732772,40,1,0,2.34,0.5,1.84,19153,51745,1.9,114772,101710,0.8862,7989,0.0696,110,0.001,1718,0.015,163,0.0014
18039,Elkhart,Indiana,US,"Elkhart County, Indiana",41.59761169,-85.85875695,36,3,0,2.76,0.8,1.96,28443,93917,0.3,205560,175515,0.8538,9586,0.0466,690,0.0034,1849,0.009,358,0.0017
18043,Floyd,Indiana,US,"Floyd County, Indiana",38.32117957,-85.90385377,50,0,0,2.48,0.61,1.88,11706,37689,0.8,77781,70351,0.9045,4075,0.0524,174,0.0022,871,0.0112,0,0
18053,Grant,Indiana,US,"Grant County, Indiana",40.51587228,-85.65468702,20,2,0,2.39,0.56,1.83,12283,28465,0.3,65936,58339,0.8848,4966,0.0753,88,0.0013,131,0.002,0,0
18057,Hamilton,Indiana,US,"Hamilton County, Indiana",40.07306535,-86.05244729,335,5,0,2.73,0.83,1.9,36042,166853,0.1,330086,284669,0.8624,12440,0.0377,25,0.0001,19303,0.0585,408,0.0012
18063,Hendricks,Indiana,US,"Hendricks County, Indiana",39.76719009,-86.51037283,196,4,0,2.71,0.76,1.95,20870,82924,0.1,167009,144714,0.8665,11473,0.0687,61,0.0004,5101,0.0305,71,0.0004
18067,Howard,Indiana,US,"Howard County, Indiana",40.48527731,-86.11351892,32,2,0,2.38,0.57,1.81,15344,36165,0.5,82366,72144,0.8759,6281,0.0763,761,0.0092,1291,0.0157,0,0
18081,Johnson,Indiana,US,"Johnson County, Indiana",39.48994426,-86.10149107,195,6,0,2.63,0.7,1.92,21500,75940,0.4,156225,143005,0.9154,3296,0.0211,0,0,5313,0.034,251,0.0016
18085,Kosciusko,Indiana,US,"Kosciusko County, Indiana",41.24521668,-85.86312322,14,0,0,2.6,0.68,1.92,12443,38376,0.1,79344,74508,0.9391,425,0.0054,651,0.0082,1105,0.0139,0,0
18089,Lake,Indiana,US,"Lake County, Indiana",41.41874274,-87.38277575,369,8,0,2.6,0.67,1.93,76230,212408,2.9,484411,292546,0.6039,112433,0.2321,1052,0.0022,7424,0.0153,405,0.0008
18091,LaPorte,Indiana,US,"LaPorte County, Indiana",41.54366008,-86.74072188,21,2,0,2.48,0.6,1.88,18574,46046,0.9,110007,90465,0.8224,12635,0.1149,551,0.005,69,0.0006,0,0
18095,Madison,Indiana,US,"Madison County, Indiana",40.16143691,-85.71964711,101,9,0,2.41,0.58,1.83,22817,55447,0.2,129641,113549,0.8759,11218,0.0865,241,0.0019,713,0.0055,0,0
18097,Marion,Indiana,US,"Marion County, Indiana",39.78163624,-86.13826325,1956,37,0,2.42,0.62,1.81,113355,450566,1.9,954670,574159,0.6014,273100,0.2861,2438,0.0026,34090,0.0357,592,0.0006
18105,Monroe,Indiana,US,"Monroe County, Indiana",39.16130004,-86.52414358,48,0,0,2.24,0.41,1.83,17779,70370,3.7,146917,125701,0.8556,4366,0.0297,800,0.0054,10317,0.0702,0,0
18127,Porter,Indiana,US,"Porter County, Indiana",41.45986947,-87.06848888,79,0,0,2.6,0.64,1.95,25992,78370,1.3,169594,153565,0.9055,6584,0.0388,308,0.0018,2501,0.0147,0,0
18141,St. Joseph,Indiana,US,"St. Joseph County, Indiana",41.61756781,-86.29040834,112,1,0,2.48,0.63,1.85,40544,126211,1.3,270771,209274,0.7729,36168,0.1336,1294,0.0048,6770,0.025,146,0.0005
18157,Tippecanoe,Indiana,US,"Tippecanoe County, Indiana",40.38872739,-86.89413959,34,1,0,2.42,0.54,1.87,20611,90945,3.2,193048,157823,0.8175,10775,0.0558,617,0.0032,15530,0.0804,0,0
18163,Vanderburgh,Indiana,US,"Vanderburgh County, Indiana",38.02658833,-87.58763124,40,0,0,2.31,0.53,1.78,29133,86006,1.4,180974,153582,0.8486,19069,0.1054,156,0.0009,1826,0.0101,0,0
18167,Vigo,Indiana,US,"Vigo County, Indiana",39.42944561,-87.39169027,25,2,0,2.38,0.55,1.82,16694,47655,1.1,107386,92707,0.8633,7547,0.0703,48,0.0004,2083,0.0194,0,0
19013,Black Hawk,Iowa,US,"Black Hawk County, Iowa",42.4704581,-92.30524729,12,0,0,2.38,0.54,1.84,20627,68238,0.5,132408,110437,0.8341,13714,0.1036,744,0.0056,3689,0.0279,365,0.0028
19049,Dallas,Iowa,US,"Dallas County, Iowa",41.68560356,-94.04127625,35,0,0,2.6,0.76,1.84,9664,45539,0.3,90180,81948,0.9087,2275,0.0252,145,0.0016,3848,0.0427,0,0
19061,Dubuque,Iowa,US,"Dubuque County, Iowa",42.46815349,-90.88181925,25,1,0,2.43,0.6,1.83,16344,49726,0.9,96854,90011,0.9293,2548,0.0263,312,0.0032,1318,0.0136,72,0.0007
19103,Johnson,Iowa,US,"Johnson County, Iowa",41.67169354,-91.58754744,118,1,0,2.33,0.49,1.84,15870,80871,5.5,151260,122765,0.8116,10576,0.0699,341,0.0023,9222,0.061,423,0.0028
19113,Linn,Iowa,US,"Linn County, Iowa",42.07923082,-91.59809485,176,7,0,2.39,0.6,1.79,33702,117092,0.7,225909,197791,0.8755,14183,0.0628,367,0.0016,5508,0.0244,713,0.0032
19153,Polk,Iowa,US,"Polk County, Iowa",41.68679484,-93.57767461,125,4,0,2.48,0.64,1.83,58939,249815,1.5,487204,408849,0.8392,31773,0.0652,933,0.0019,23806,0.0489,262,0.0005
19155,Pottawattamie,Iowa,US,"Pottawattamie County, Iowa",41.33640314,-95.53907776,8,0,0,2.48,0.61,1.87,15466,46493,0.9,93533,86911,0.9292,1818,0.0194,313,0.0033,541,0.0058,62,0.0007
19163,Scott,Iowa,US,"Scott County, Iowa",41.63935978,-90.61959493,52,1,0,2.42,0.61,1.82,26412,83801,0.7,173283,147632,0.852,11733,0.0677,491,0.0028,4702,0.0271,175,0.001
19169,Story,Iowa,US,"Story County, Iowa",42.03621213,-93.46499005,5,0,0,2.34,0.46,1.89,10972,50500,6.5,98105,83589,0.852,1259,0.0128,93,0.0009,8376,0.0854,0,0
19193,Woodbury,Iowa,US,"Woodbury County, Iowa",42.38979414,-96.0459439,8,0,0,2.55,0.69,1.86,14776,51021,0.8,102539,89664,0.8744,4374,0.0427,2067,0.0202,2906,0.0283,137,0.0013
20015,Butler,Kansas,US,"Butler County, Kansas",37.78134351,-96.83878537,8,0,0,2.65,0.74,1.91,9560,30657,0.2,66765,61852,0.9264,1527,0.0229,516,0.0077,665,0.01,95,0.0014
20045,Douglas,Kansas,US,"Douglas County, Kansas",38.88503636,-95.2925121,36,0,0,2.34,0.48,1.86,13497,64902,2.3,121436,98730,0.813,5261,0.0433,4196,0.0346,6983,0.0575,123,0.001
20091,Johnson,Kansas,US,"Johnson County, Kansas",38.88548175,-94.82250877,212,9,0,2.53,0.67,1.86,79578,312178,0.3,597555,512258,0.8573,27293,0.0457,1781,0.003,30094,0.0504,236,0.0004
20103,Leavenworth,Kansas,US,"Leavenworth County, Kansas",39.20183497,-95.03620809,40,0,0,2.63,0.72,1.91,10829,36509,0.2,81352,67317,0.8275,6781,0.0834,410,0.005,720,0.0089,49,0.0006
20161,Riley,Kansas,US,"Riley County, Kansas",39.28935726,-96.73420026,14,0,0,2.4,0.51,1.9,6478,42180,0.4,73703,61179,0.8301,4717,0.064,100,0.0014,3560,0.0483,63,0.0009
20173,Sedgwick,Kansas,US,"Sedgwick County, Kansas",37.6842718,-97.4608198,124,1,0,2.54,0.7,1.84,69749,245699,0.5,513607,394951,0.769,46536,0.0906,6261,0.0122,20105,0.0391,166,0.0003
20177,Shawnee,Kansas,US,"Shawnee County, Kansas",39.04100763,-95.7557264,40,2,0,2.39,0.6,1.79,30425,83422,1,177499,146378,0.8247,15208,0.0857,2303,0.013,2581,0.0145,73,0.0004
